gene	Endothelial_hemogenic	Endothelial_Nonhemogenic_nodox	Progenitor_hematopoietic_nodox	Endothelial_hemogenic_dox	Endothelial_hemogenic_nodox	Endothelial_hemogenic	Endothelial_Nonhemogenic_nodox	Progenitor_hematopoietic_nodox	Endothelial_hemogenic_dox	Endothelial_hemogenic_nodox
ENSG00000144040	7.85	6.99	5.55	12.63	21.88	12.88	7.85	6.04	14.6	10.38
ENSG00000108823	1.72	0.23	0.0	0.0	2.11	2.68	0.0	0.87	2.38	0.0
ENSG00000163069	18.01	29.64	17.27	20.52	52.54	18.66	33.58	2.63	7.77	35.4
ENSG00000170624	0.0	0.31	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000127990	17.73	33.26	22.26	14.28	13.26	13.28	24.57	1.61	1.72	9.52
ENSG00000102683	1.99	0.59	0.0	1.63	0.89	1.54	0.0	0.55	0.82	0.41
ENSG00000185053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000118473	7.29	21.57	3.66	7.6	2.22	9.88	17.35	0.95	4.13	7.32
ENSG00000118515	97.29	23.07	31.53	50.98	156.48	50.99	64.15	4.87	28.04	113.25
ENSG00000231274	0.0	0.97	1.55	0.0	0.0	0.0	4.02	0.0	0.0	0.0
ENSG00000185900	4.61	4.59	3.87	3.39	7.12	4.15	0.53	1.98	3.91	3.76
ENSG00000101049	0.0	10.99	0.37	4.58	0.0	2.16	6.74	0.0	0.12	0.0
ENSG00000275342	1.58	4.95	4.81	0.86	6.83	2.69	7.55	0.87	2.05	8.14
ENSG00000104205	2.05	6.47	13.86	0.0	11.75	3.48	5.83	4.88	0.47	10.38
ENSG00000167524	5.12	6.47	3.95	5.45	8.86	4.71	7.1	3.75	3.68	5.06
ENSG00000198964	6.02	9.23	15.18	10.77	12.76	6.91	11.12	22.38	10.48	11.65
ENSG00000164023	0.29	0.0	0.7	0.55	0.54	0.0	0.12	0.07	0.0	0.0
ENSG00000129810	22.56	5.9	8.69	21.18	25.74	15.07	7.48	13.67	17.53	22.43
ENSG00000237485	1.13	0.0	0.0	0.0	0.0	0.0	3.65	0.0	0.0	0.0
ENSG00000163535	36.06	9.38	22.74	20.7	34.71	17.89	10.28	19.5	29.05	24.96
ENSG00000166224	13.77	12.71	9.77	13.29	18.15	19.15	20.01	2.39	4.07	12.22
ENSG00000126821	15.99	14.07	15.78	21.27	28.57	18.92	12.53	12.68	5.42	18.46
ENSG00000163082	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000181523	7.35	13.48	20.75	9.63	4.71	6.8	14.77	6.17	5.86	7.94
ENSG00000167037	0.78	10.18	0.81	0.87	1.55	1.87	8.05	0.47	1.69	1.45
ENSG00000141258	14.03	33.15	22.62	19.0	7.97	21.79	29.0	20.12	21.28	9.49
ENSG00000100359	30.53	96.15	40.2	26.03	25.87	42.05	78.27	26.41	22.7	26.02
ENSG00000104969	85.39	62.72	105.16	96.77	46.61	87.26	86.96	93.11	101.4	71.32
ENSG00000197860	5.87	9.83	5.59	7.5	21.62	6.82	7.65	4.89	5.61	11.15
ENSG00000178188	11.63	19.57	7.87	13.37	7.84	14.77	21.59	16.79	13.71	9.97
ENSG00000160999	0.0	1.41	0.37	0.0	0.0	1.34	1.52	0.24	0.0	2.13
ENSG00000111252	104.36	262.68	100.53	120.68	251.0	102.38	180.88	48.26	90.83	125.77
ENSG00000183918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000198574	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000027869	8.08	1.2	1.4	45.06	1.29	17.16	0.0	10.52	23.13	8.53
ENSG00000125731	1.89	5.15	0.45	0.0	0.0	0.4	1.21	0.38	0.76	0.28
ENSG00000095370	47.42	127.27	57.15	65.17	82.48	40.62	138.95	5.83	21.22	103.27
ENSG00000104611	2.44	0.3	4.09	0.0	0.96	1.35	1.53	0.89	0.75	1.37
ENSG00000178217	9.64	12.01	0.0	4.16	0.99	16.45	2.93	0.13	1.66	1.0
ENSG00000189410	0.24	0.32	0.19	0.0	0.0	0.0	0.0	0.24	0.0	0.0
ENSG00000152292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000183476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000185437	12.32	14.75	9.52	4.84	4.51	7.13	10.34	7.0	6.49	5.91
ENSG00000131171	43.47	54.41	95.7	37.73	41.17	32.95	79.51	101.77	45.65	57.87
ENSG00000198478	3.4	11.66	6.21	9.39	10.35	5.97	5.17	14.1	6.88	6.4
ENSG00000142669	151.45	90.52	148.91	317.01	113.37	199.29	172.82	185.13	194.33	191.35
ENSG00000100092	27.16	17.5	23.49	16.83	2.11	27.58	9.95	31.43	26.16	7.51
ENSG00000087266	13.12	31.24	22.13	22.67	31.85	14.28	30.68	16.22	18.01	20.62
ENSG00000130147	21.53	18.08	16.84	13.5	27.67	27.9	24.94	5.24	11.72	27.87
ENSG00000131370	69.66	86.4	64.29	82.62	99.67	63.46	83.39	46.0	74.99	96.26
ENSG00000224660	1.62	1.45	0.87	3.9	3.08	0.67	1.64	1.12	1.42	1.42
ENSG00000175137	31.41	28.06	21.52	22.76	25.02	36.31	37.45	17.6	35.78	22.75
ENSG00000109686	38.46	59.09	26.17	38.93	63.55	46.64	58.93	18.93	25.92	41.77
ENSG00000214193	2.42	4.16	1.44	1.44	0.0	4.47	0.92	0.39	1.25	1.15
ENSG00000141985	41.79	40.24	32.92	53.31	40.68	52.25	50.06	36.12	43.18	30.72
ENSG00000266777	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.53
ENSG00000264943	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0
ENSG00000107295	0.11	0.0	0.0	0.0	0.0	0.0	0.78	0.0	0.0	0.0
ENSG00000140600	7.74	5.06	4.92	24.01	0.43	6.79	2.35	9.14	23.7	2.0
ENSG00000097033	49.79	55.78	40.62	91.08	102.5	73.03	65.11	30.63	55.33	60.46
ENSG00000148341	19.17	29.71	34.44	24.7	12.32	16.9	23.66	19.4	15.91	17.93
ENSG00000147010	16.23	8.71	22.71	17.56	17.7	11.78	12.44	5.7	16.89	16.2
ENSG00000107957	25.02	36.43	11.74	15.23	36.88	30.4	42.33	4.24	16.03	31.84
ENSG00000174705	20.84	18.88	16.72	14.88	27.66	24.51	28.39	10.95	14.55	18.51
ENSG00000154447	20.08	8.97	15.14	10.4	29.7	18.72	12.04	6.25	9.69	12.65
ENSG00000156463	0.39	0.0	1.95	0.0	0.0	0.0	0.47	1.03	1.31	0.22
ENSG00000172985	2.13	0.81	0.59	1.18	1.92	3.93	0.82	0.08	1.29	0.94
ENSG00000259863	0.0	0.63	0.5	0.98	0.33	0.0	0.0	0.0	0.0	0.24
ENSG00000125089	9.21	32.97	23.44	21.27	35.68	10.61	38.04	2.2	14.55	34.61
ENSG00000169247	0.2	0.17	0.14	0.96	1.34	0.23	0.13	0.05	0.28	1.11
ENSG00000035115	2.41	18.71	7.07	3.12	3.6	1.1	15.38	4.73	3.12	6.62
ENSG00000161681	2.24	0.75	0.16	3.77	0.59	3.36	2.65	1.14	5.95	1.29
ENSG00000162105	0.0	0.4	0.13	0.37	0.61	0.0	0.4	0.4	0.13	0.3
ENSG00000226627	0.98	1.03	0.0	0.55	0.13	0.0	0.0	0.0	0.54	0.52
ENSG00000171671	1.45	5.04	1.11	5.12	0.78	2.32	2.22	2.82	3.37	6.84
ENSG00000251322	24.57	54.57	23.18	46.09	23.37	16.36	54.63	11.26	21.55	38.89
ENSG00000179526	9.92	14.76	14.53	14.16	21.97	14.53	19.45	9.18	8.14	10.81
ENSG00000107338	0.77	6.25	2.91	0.22	4.52	0.41	5.49	1.25	2.59	4.38
ENSG00000129214	0.0	0.0	2.91	0.0	0.0	1.75	0.0	0.5	0.0	0.0
ENSG00000160691	142.61	234.97	94.52	227.22	179.44	180.71	257.95	67.59	128.7	141.18
ENSG00000129946	2.72	71.92	33.15	4.28	5.09	3.41	91.69	2.71	2.23	2.41
ENSG00000148082	0.12	1.04	0.62	0.13	0.18	0.86	1.18	0.0	0.29	0.0
ENSG00000185634	0.26	0.47	0.23	1.02	0.39	0.0	1.08	0.1	0.05	1.45
ENSG00000171241	45.38	7.05	54.47	55.62	83.24	26.51	8.75	55.41	69.23	55.87
ENSG00000157060	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000105251	0.0	0.28	0.27	0.0	0.0	0.0	0.69	0.35	0.26	0.0
ENSG00000169291	18.2	66.66	19.92	20.37	31.69	13.08	50.36	0.68	4.99	25.97
ENSG00000138606	5.32	4.05	6.04	3.74	0.44	4.53	6.7	0.9	1.42	2.4
ENSG00000127922	699.26	495.31	377.11	435.4	210.97	535.15	474.5	832.21	795.87	717.5
ENSG00000164690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000180730	1.44	0.37	2.38	0.05	2.38	0.43	0.5	0.32	0.83	2.9
ENSG00000178343	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0
ENSG00000198892	0.0	0.0	0.0	0.0	0.0	0.93	0.44	0.0	0.0	0.49
ENSG00000164054	111.8	177.94	105.56	118.43	116.77	156.53	187.65	47.29	53.12	117.97
ENSG00000188803	2.37	1.47	0.0	0.91	0.39	9.74	0.15	0.78	0.45	0.36
ENSG00000187902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000234965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237515	7.1	13.4	4.61	8.4	28.38	3.26	9.63	3.07	3.85	10.02
ENSG00000160410	33.77	52.38	59.0	19.78	23.18	34.89	64.86	40.97	31.47	34.18
ENSG00000176974	25.6	8.33	26.89	28.65	33.25	26.03	10.75	33.86	32.84	16.68
ENSG00000182199	273.45	93.69	156.94	121.85	129.32	244.15	101.8	132.38	154.37	80.9
ENSG00000108061	33.47	43.03	36.66	43.68	80.65	37.87	45.94	34.85	34.17	56.01
ENSG00000185960	1.77	1.58	1.82	3.1	7.56	2.63	3.49	2.44	2.32	4.9
ENSG00000168779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000197417	6.85	8.99	13.22	7.94	6.25	8.86	8.24	10.24	8.06	10.06
ENSG00000146414	14.61	18.48	15.48	23.04	29.78	15.89	20.18	15.28	23.39	19.81
ENSG00000144736	29.38	19.51	32.51	33.66	32.52	31.82	26.2	22.86	27.59	28.97
ENSG00000164403	4.47	4.28	2.91	4.19	4.02	0.41	3.47	1.4	1.24	3.71
ENSG00000146950	5.94	8.3	4.76	4.95	10.37	2.25	9.57	1.97	9.46	8.3
ENSG00000138771	0.05	0.04	0.36	0.0	0.23	0.12	0.54	0.0	0.12	0.48
ENSG00000158352	8.06	14.3	3.8	16.81	31.92	10.94	14.27	1.42	11.43	24.71
ENSG00000090402	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000110013	4.05	16.29	15.53	3.89	3.73	4.42	13.32	12.5	11.29	8.12
ENSG00000196470	47.21	25.24	24.14	49.59	79.19	35.22	30.51	17.49	20.55	67.32
ENSG00000181788	26.69	13.98	22.29	26.72	20.33	29.63	19.02	31.24	10.09	25.7
ENSG00000215475	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.15	0.22
ENSG00000072858	0.0	0.2	0.32	0.0	0.21	0.0	0.0	0.0	0.0	0.2
ENSG00000149577	11.14	15.87	8.4	6.25	0.92	13.78	16.87	4.33	3.55	2.19
ENSG00000185187	10.03	42.43	17.12	11.95	1.79	17.43	32.33	10.84	7.97	12.36
ENSG00000088827	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.26	0.0	0.0
ENSG00000142512	1.67	4.07	6.5	0.0	0.63	1.85	1.84	15.18	1.44	1.9
ENSG00000161640	0.22	1.1	0.46	0.0	0.0	0.33	1.48	0.32	0.51	1.39
ENSG00000254521	0.0	0.0	1.99	0.0	0.0	0.0	0.0	3.83	0.0	0.0
ENSG00000254415	1.26	1.92	10.86	0.39	1.86	0.15	6.6	17.3	9.32	5.86
ENSG00000197046	1.0	0.0	1.18	0.0	1.22	0.64	0.0	0.0	0.15	0.45
ENSG00000161643	0.0	0.51	0.48	0.61	0.29	0.0	1.79	0.85	0.7	0.0
ENSG00000171101	0.0	0.0	0.73	0.0	0.0	0.0	0.0	1.87	0.22	0.0
ENSG00000105501	0.0	0.0	9.29	0.0	0.0	0.0	1.03	2.16	0.61	0.0
ENSG00000105492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.35	1.71
ENSG00000168995	0.0	0.0	6.3	0.0	0.0	0.0	0.0	2.06	0.15	0.0
ENSG00000105366	0.13	1.19	0.43	0.68	1.4	0.0	0.61	3.45	0.46	2.04
ENSG00000129450	0.19	0.46	2.29	2.35	2.98	0.0	3.35	1.15	1.18	2.53
ENSG00000179213	0.0	0.29	0.0	0.0	0.0	0.0	0.42	0.27	0.0	0.0
ENSG00000147955	39.65	21.08	80.34	52.8	26.37	49.98	26.35	89.74	49.09	20.9
ENSG00000142178	1.8	4.31	3.84	3.23	5.04	1.39	4.5	2.84	2.44	3.93
ENSG00000170145	8.89	12.5	10.11	6.62	9.53	9.14	14.01	8.38	10.18	5.11
ENSG00000160584	9.13	9.3	14.08	14.98	11.29	10.95	13.39	15.82	13.18	9.33
ENSG00000052723	18.58	25.51	19.99	21.73	29.43	17.53	27.94	12.39	16.4	17.31
ENSG00000120725	26.15	42.7	39.07	33.96	33.25	30.34	35.75	32.68	37.33	24.75
ENSG00000112246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000159263	0.14	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000170085	4.79	4.58	8.48	3.49	1.95	2.76	4.17	3.13	2.85	6.01
ENSG00000169375	54.3	44.71	45.12	46.62	46.37	59.46	41.08	51.69	60.87	35.67
ENSG00000127511	15.01	34.3	13.17	17.73	14.23	19.25	33.39	11.69	14.44	17.59
ENSG00000213445	14.59	22.11	20.58	22.93	28.92	12.14	28.17	12.78	18.76	41.1
ENSG00000197555	9.42	27.84	9.98	3.73	3.88	10.6	17.34	10.14	4.54	4.61
ENSG00000116991	92.72	186.0	60.85	62.23	181.43	69.75	164.08	5.2	41.93	166.6
ENSG00000105738	3.65	4.34	3.53	2.64	4.56	4.5	4.18	3.0	3.46	4.15
ENSG00000198053	16.38	6.31	20.93	21.1	16.56	10.49	11.06	19.51	23.77	19.09
ENSG00000101307	0.37	0.0	2.88	1.42	0.0	0.0	0.0	0.78	1.76	0.74
ENSG00000196209	0.42	3.79	2.51	1.55	0.29	0.22	1.28	0.65	0.25	1.9
ENSG00000125900	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000089012	0.0	0.0	0.0	1.47	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000096717	23.07	10.57	17.49	27.21	31.55	23.6	15.96	16.57	18.57	19.23
ENSG00000068903	8.39	33.59	11.42	10.9	16.25	12.18	23.59	9.64	11.57	13.32
ENSG00000142082	10.47	11.71	10.52	15.23	4.46	14.61	10.22	16.95	13.66	18.96
ENSG00000089163	7.25	2.65	1.19	3.39	4.6	1.86	3.62	0.38	3.01	1.13
ENSG00000124523	4.3	12.73	8.36	6.26	5.6	8.08	18.16	6.97	10.96	11.25
ENSG00000077463	19.83	30.2	17.16	26.98	16.55	19.27	36.69	12.91	21.32	19.81
ENSG00000187531	9.65	14.91	18.54	17.91	12.91	10.64	15.8	21.53	16.84	13.24
ENSG00000137078	0.0	1.4	0.87	0.0	1.5	0.0	0.0	0.37	0.92	0.0
ENSG00000184990	147.13	123.72	230.89	157.64	155.7	172.56	104.53	148.03	206.8	149.54
ENSG00000126778	0.0	0.26	0.52	0.5	0.0	0.47	0.79	0.0	0.0	0.0
ENSG00000170577	0.0	0.0	0.0	0.62	0.17	0.0	0.0	0.21	0.21	0.0
ENSG00000138083	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100625	1.08	3.65	0.75	1.02	1.38	2.07	2.66	0.24	0.67	0.84
ENSG00000177045	8.55	3.67	2.83	2.59	2.82	6.2	4.25	3.23	3.19	4.58
ENSG00000184302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000154839	16.79	3.6	10.85	31.62	56.19	9.73	7.99	8.89	13.58	18.81
ENSG00000182628	123.65	33.54	75.5	92.97	95.54	90.86	40.17	86.62	113.11	105.2
ENSG00000165480	35.15	0.95	26.02	29.97	25.26	13.67	6.6	20.53	25.21	26.15
ENSG00000141293	5.33	4.82	2.37	0.0	4.2	6.08	4.59	2.31	3.3	3.44
ENSG00000005020	23.5	21.23	9.23	17.08	24.84	10.6	11.08	5.62	14.0	16.5
ENSG00000157933	35.36	29.43	26.47	40.09	69.11	46.55	42.98	26.41	30.43	55.68
ENSG00000180592	1.72	2.28	6.64	0.66	2.94	1.27	3.42	0.83	0.15	1.11
ENSG00000136603	37.91	26.93	14.31	33.88	41.08	59.18	25.7	3.45	17.29	33.77
ENSG00000242267	0.0	0.11	0.0	0.0	0.0	0.0	5.02	0.0	0.15	0.0
ENSG00000204351	22.96	38.21	27.7	22.53	8.02	27.89	41.67	23.22	23.43	16.18
ENSG00000039123	69.39	59.59	88.74	78.37	55.06	76.81	53.59	102.11	104.14	60.09
ENSG00000188779	0.0	0.0	0.0	0.0	0.0	0.0	1.78	0.17	0.0	0.0
ENSG00000113558	441.11	218.57	301.55	365.85	387.47	460.34	348.95	299.4	299.57	379.1
ENSG00000145604	37.04	22.47	42.93	34.15	44.15	23.92	25.09	36.08	32.93	28.89
ENSG00000155926	0.73	0.09	16.52	0.0	0.0	0.0	2.64	9.08	1.02	0.0
ENSG00000101082	0.0	0.6	4.9	0.0	3.36	0.76	0.0	3.97	0.15	0.8
ENSG00000139737	0.0	1.36	4.65	0.0	0.16	0.27	2.0	5.66	2.28	0.34
ENSG00000109171	19.22	17.23	22.31	17.76	22.4	24.9	17.32	17.75	13.23	24.99
ENSG00000117090	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000162739	1.1	0.51	0.95	0.55	0.0	0.0	1.03	1.31	0.54	0.2
ENSG00000026751	3.13	0.48	0.84	6.03	1.86	8.68	1.51	0.34	3.98	0.88
ENSG00000158714	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000162723	1.25	0.0	0.74	2.83	0.0	1.4	0.0	2.12	0.59	0.0
ENSG00000163950	73.51	41.23	98.66	77.39	51.81	64.65	44.64	95.41	55.38	62.12
ENSG00000100652	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000125255	0.0	0.06	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0
ENSG00000126903	6.28	16.03	9.05	14.16	9.26	11.57	9.28	4.79	3.85	3.72
ENSG00000145248	0.0	0.23	1.33	0.0	0.0	2.54	1.01	3.84	0.74	0.0
ENSG00000253598	0.0	2.8	1.36	0.0	1.69	0.0	0.0	0.0	0.52	0.0
ENSG00000145283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000120519	5.66	4.3	5.25	15.76	11.18	9.41	6.45	13.76	7.24	8.93
ENSG00000018280	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.39	0.0	0.17
ENSG00000110911	32.82	32.21	26.94	27.76	25.45	32.04	37.2	38.22	33.83	20.77
ENSG00000074803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000064651	22.52	26.88	18.44	67.94	169.9	22.54	27.41	7.28	32.8	100.03
ENSG00000070915	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.12
ENSG00000124067	20.39	34.31	12.75	16.25	20.64	30.97	23.39	4.11	15.68	13.86
ENSG00000124140	0.77	1.38	1.12	1.53	0.06	0.26	2.45	0.15	0.47	0.33
ENSG00000140199	5.98	11.96	9.88	8.64	13.87	6.42	13.54	7.79	5.77	11.37
ENSG00000113504	16.13	29.03	14.69	13.81	5.54	23.22	19.26	19.55	13.6	4.1
ENSG00000221955	2.05	0.19	2.4	0.2	1.39	1.96	1.23	0.69	0.71	1.33
ENSG00000146828	11.46	7.66	29.96	14.15	11.85	13.76	12.24	14.77	10.07	9.43
ENSG00000081800	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.18
ENSG00000007216	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000158296	1.36	3.02	1.71	3.06	0.0	1.13	3.65	2.65	1.08	0.51
ENSG00000164707	0.41	0.75	0.42	0.0	0.0	0.76	1.23	0.16	0.15	0.23
ENSG00000141485	0.0	0.0	1.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000141469	0.77	1.37	0.0	1.27	1.36	0.96	0.54	0.43	0.93	1.0
ENSG00000132874	0.08	1.31	0.65	0.32	1.29	0.64	0.79	0.28	0.21	1.18
ENSG00000088386	0.47	0.0	0.26	0.0	1.1	0.2	0.21	0.4	0.22	0.42
ENSG00000163406	0.55	0.59	0.49	0.0	0.71	0.47	1.68	0.08	0.45	0.42
ENSG00000110446	1.07	0.12	0.0	0.0	2.24	0.0	0.0	0.0	0.0	0.0
ENSG00000139370	10.14	19.84	15.82	16.72	13.49	19.03	19.63	9.66	8.28	13.37
ENSG00000188991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000155380	271.82	129.63	146.79	240.12	192.03	316.29	131.28	191.59	177.16	132.09
ENSG00000112394	0.61	0.08	4.84	3.91	0.0	0.33	0.12	3.88	9.75	1.84
ENSG00000174326	0.0	0.4	0.49	0.0	0.0	0.35	0.0	0.0	0.0	0.0
ENSG00000152779	0.0	0.32	0.32	0.0	1.32	0.0	0.99	0.36	0.35	1.49
ENSG00000174327	11.77	28.56	9.53	10.79	21.99	5.63	22.84	6.76	4.76	15.8
ENSG00000163053	0.0	0.0	0.67	0.0	0.08	0.0	0.0	0.0	0.0	0.0
ENSG00000147100	26.73	2.71	3.61	2.24	2.95	19.28	4.09	0.54	1.28	1.92
ENSG00000141526	377.51	233.61	204.55	158.12	138.82	325.2	200.85	177.79	264.84	194.87
ENSG00000168679	2.24	2.57	4.15	0.08	2.44	3.31	6.48	1.02	0.27	3.01
ENSG00000170190	10.21	9.53	6.16	3.79	5.61	5.68	8.64	3.02	4.25	5.85
ENSG00000108932	0.08	0.63	0.14	0.0	0.38	0.49	0.37	0.47	0.06	0.0
ENSG00000118596	0.84	1.77	2.31	1.79	4.75	1.65	1.86	2.68	1.3	0.46
ENSG00000100156	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000165449	6.98	3.24	7.47	7.97	52.96	5.16	2.66	3.92	8.91	31.87
ENSG00000124568	0.0	0.26	1.25	0.0	0.2	0.0	0.0	0.0	0.49	0.0
ENSG00000112337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000124564	0.0	0.0	0.34	0.0	0.0	0.0	0.69	0.0	0.0	0.43
ENSG00000146039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	1.23	0.0
ENSG00000119899	27.87	63.28	31.97	29.02	47.44	27.05	56.62	16.16	16.0	32.69
ENSG00000091664	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000104888	0.1	2.42	0.0	0.0	0.0	1.05	1.79	0.0	0.07	0.22
ENSG00000179520	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000101194	13.32	24.45	36.68	28.31	5.87	16.86	24.86	29.67	14.93	11.32
ENSG00000036565	2.25	0.7	0.38	0.0	0.0	0.0	1.81	0.0	0.16	0.48
ENSG00000165646	1.51	0.37	1.03	20.87	0.09	2.58	3.47	31.84	30.99	0.85
ENSG00000187714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000146409	3.53	12.04	18.11	3.03	12.72	4.28	16.32	6.13	2.39	9.64
ENSG00000173638	17.74	4.38	35.84	33.09	21.84	23.59	11.43	29.01	21.71	16.28
ENSG00000117479	18.88	14.49	28.19	15.32	32.59	15.72	12.65	19.67	15.36	17.86
ENSG00000135917	0.39	7.3	5.37	1.02	0.35	0.24	3.69	0.32	0.18	0.0
ENSG00000106688	0.86	1.15	0.42	0.18	0.29	0.0	0.66	0.36	0.06	0.0
ENSG00000110436	0.32	0.12	0.22	0.59	0.59	0.08	0.36	0.04	0.13	0.11
ENSG00000079215	0.98	0.72	3.24	0.18	0.79	0.17	0.48	0.61	0.24	0.54
ENSG00000115902	6.6	25.66	59.06	2.73	8.82	5.01	19.51	6.39	2.73	3.3
ENSG00000105281	350.02	142.45	198.96	300.74	162.33	369.41	137.31	262.49	272.21	163.69
ENSG00000105143	0.0	0.13	0.0	0.0	0.73	0.0	2.17	0.3	0.05	0.56
ENSG00000162383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0
ENSG00000144136	638.46	402.29	295.08	1413.89	1040.54	854.24	592.48	156.06	776.76	1761.44
ENSG00000168575	25.74	23.26	37.61	39.14	39.15	28.53	28.21	16.4	33.04	36.44
ENSG00000175003	0.0	0.27	0.3	0.0	0.2	1.83	0.8	0.51	0.13	0.7
ENSG00000184999	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000168065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000197891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000172940	0.0	0.0	0.0	0.0	0.85	0.0	0.0	0.0	0.0	0.0
ENSG00000144671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163393	1.86	7.9	6.44	2.66	5.63	1.87	8.74	2.74	2.19	3.78
ENSG00000004809	0.0	1.22	4.0	0.0	0.0	0.0	1.44	1.6	0.11	0.0
ENSG00000092096	5.19	15.5	12.16	6.37	1.64	6.27	20.93	10.47	2.68	5.7
ENSG00000110628	6.42	1.43	3.7	6.16	0.0	4.15	3.52	3.86	7.04	1.76
ENSG00000254827	0.0	0.16	0.35	0.0	0.0	0.0	0.0	0.0	0.44	0.44
ENSG00000112499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000197847	0.82	0.28	0.0	0.0	0.0	1.06	0.0	0.57	0.53	0.0
ENSG00000137266	0.64	8.48	10.21	1.34	3.98	0.63	9.84	4.7	1.47	1.82
ENSG00000197658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000196600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000146477	0.91	0.41	0.11	0.2	0.56	2.22	1.75	0.41	0.41	0.82
ENSG00000259803	0.8	0.0	1.05	1.08	0.0	0.0	0.0	0.24	0.0	0.0
ENSG00000197208	0.0	0.0	1.93	0.0	0.0	1.01	1.14	0.0	0.31	0.92
ENSG00000197375	0.0	0.22	0.69	0.0	0.0	0.19	0.0	0.0	0.07	0.0
ENSG00000197901	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
